id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens,pos_tags,entities
42,I am filing a formal complaint about the misleading information provided on your website regarding pricing.,Complaint,Neutral,Critical,16,i am filing a formal complaint about the misleading information provided on your website regarding pricing,"['i', 'am', 'filing', 'a', 'formal', 'complaint', 'about', 'the', 'misleading', 'information', 'provided', 'on', 'your', 'website', 'regarding', 'pricing']","['filing', 'formal', 'complaint', 'misleading', 'information', 'provided', 'website', 'regarding', 'pricing']","['filing', 'formal', 'complaint', 'misleading', 'information', 'provided', 'website', 'regarding', 'pricing']","[('filing', 'VBG'), ('formal', 'JJ'), ('complaint', 'NN'), ('misleading', 'VBG'), ('information', 'NN'), ('provided', 'VBD'), ('website', 'JJ'), ('regarding', 'VBG'), ('pricing', 'NN')]",[]
43,The browser extension is conflicting with other extensions and causing my browser to crash.,Technical,Neutral,High,14,the browser extension is conflicting with other extensions and causing my browser to crash,"['the', 'browser', 'extension', 'is', 'conflicting', 'with', 'other', 'extensions', 'and', 'causing', 'my', 'browser', 'to', 'crash']","['browser', 'extension', 'conflicting', 'extensions', 'causing', 'browser', 'crash']","['browser', 'extension', 'conflicting', 'extension', 'causing', 'browser', 'crash']","[('browser', 'NN'), ('extension', 'NN'), ('conflicting', 'VBG'), ('extension', 'NN'), ('causing', 'VBG'), ('browser', 'NN'), ('crash', 'NN')]",[]
44,My account was suspended without any prior notice or explanation. Please tell me the reason.,Account,Negative,High,15,my account was suspended without any prior notice or explanation please tell me the reason,"['my', 'account', 'was', 'suspended', 'without', 'any', 'prior', 'notice', 'or', 'explanation', 'please', 'tell', 'me', 'the', 'reason']","['account', 'suspended', 'without', 'prior', 'notice', 'explanation', 'please', 'tell', 'reason']","['account', 'suspended', 'without', 'prior', 'notice', 'explanation', 'please', 'tell', 'reason']","[('account', 'NN'), ('suspended', 'VBD'), ('without', 'IN'), ('prior', 'JJ'), ('notice', 'NN'), ('explanation', 'NN'), ('please', 'NN'), ('tell', 'VB'), ('reason', 'NN')]",[]
45,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Positive,Low,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']","['security', 'measures', 'company', 'take', 'protect', 'customer', 'data', 'prevent', 'unauthorized', 'access']","['security', 'measure', 'company', 'take', 'protect', 'customer', 'data', 'prevent', 'unauthorized', 'access']","[('security', 'NN'), ('measure', 'NN'), ('company', 'NN'), ('take', 'VB'), ('protect', 'JJ'), ('customer', 'NN'), ('data', 'NNS'), ('prevent', 'NN'), ('unauthorized', 'JJ'), ('access', 'NN')]",[]
46,My account shows outstanding balance of $299 but I have already paid. Please verify and update.,Billing,Negative,Medium,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']","['account', 'shows', 'outstanding', 'balance', 'already', 'paid', 'please', 'verify', 'update']","['account', 'show', 'outstanding', 'balance', 'already', 'paid', 'please', 'verify', 'update']","[('account', 'NN'), ('show', 'NN'), ('outstanding', 'JJ'), ('balance', 'NN'), ('already', 'RB'), ('paid', 'VBD'), ('please', 'NN'), ('verify', 'VB'), ('update', 'JJ')]","[{'text': '299', 'label': 'MONEY'}]"
47,"Please update my billing address on my account. My new address is 123 MG Road, Bangalore, KA 560001.",Billing,Negative,High,18,please update my billing address on my account my new address is mg road bangalore ka,"['please', 'update', 'my', 'billing', 'address', 'on', 'my', 'account', 'my', 'new', 'address', 'is', 'mg', 'road', 'bangalore', 'ka']","['please', 'update', 'billing', 'address', 'account', 'new', 'address', 'mg', 'road', 'bangalore', 'ka']","['please', 'update', 'billing', 'address', 'account', 'new', 'address', 'mg', 'road', 'bangalore', 'ka']","[('please', 'VB'), ('update', 'JJ'), ('billing', 'NN'), ('address', 'NN'), ('account', 'VBP'), ('new', 'JJ'), ('address', 'NN'), ('mg', 'NN'), ('road', 'NN'), ('bangalore', 'NN'), ('ka', 'NN')]","[{'text': '123', 'label': 'CARDINAL'}, {'text': 'Bangalore', 'label': 'PERSON'}, {'text': 'KA 560001', 'label': 'ORG'}]"
48,What are your support hours and what is the average response time for technical issues?,General Inquiry,Positive,Medium,15,what are your support hours and what is the average response time for technical issues,"['what', 'are', 'your', 'support', 'hours', 'and', 'what', 'is', 'the', 'average', 'response', 'time', 'for', 'technical', 'issues']","['support', 'hours', 'average', 'response', 'time', 'technical', 'issues']","['support', 'hour', 'average', 'response', 'time', 'technical', 'issue']","[('support', 'VB'), ('hour', 'NN'), ('average', 'JJ'), ('response', 'NN'), ('time', 'NN'), ('technical', 'JJ'), ('issue', 'NN')]",[]
49,Please help me transfer my account data to a new account that I have created with a different email.,Account,Negative,High,19,please help me transfer my account data to a new account that i have created with a different email,"['please', 'help', 'me', 'transfer', 'my', 'account', 'data', 'to', 'a', 'new', 'account', 'that', 'i', 'have', 'created', 'with', 'a', 'different', 'email']","['please', 'help', 'transfer', 'account', 'data', 'new', 'account', 'created', 'different', 'email']","['please', 'help', 'transfer', 'account', 'data', 'new', 'account', 'created', 'different', 'email']","[('please', 'VB'), ('help', 'NN'), ('transfer', 'VB'), ('account', 'NN'), ('data', 'NNS'), ('new', 'JJ'), ('account', 'NN'), ('created', 'VBD'), ('different', 'JJ'), ('email', 'NN')]",[]
50,My account was suspended without any prior notice or explanation. Please tell me the reason.,Account,Neutral,Critical,15,my account was suspended without any prior notice or explanation please tell me the reason,"['my', 'account', 'was', 'suspended', 'without', 'any', 'prior', 'notice', 'or', 'explanation', 'please', 'tell', 'me', 'the', 'reason']","['account', 'suspended', 'without', 'prior', 'notice', 'explanation', 'please', 'tell', 'reason']","['account', 'suspended', 'without', 'prior', 'notice', 'explanation', 'please', 'tell', 'reason']","[('account', 'NN'), ('suspended', 'VBD'), ('without', 'IN'), ('prior', 'JJ'), ('notice', 'NN'), ('explanation', 'NN'), ('please', 'NN'), ('tell', 'VB'), ('reason', 'NN')]",[]
51,"I was charged for a service I never used. Please process a refund of ₹15,000 to my account.",Refund,Neutral,Medium,18,i was charged for a service i never used please process a refund of to my account,"['i', 'was', 'charged', 'for', 'a', 'service', 'i', 'never', 'used', 'please', 'process', 'a', 'refund', 'of', 'to', 'my', 'account']","['charged', 'service', 'never', 'used', 'please', 'process', 'refund', 'account']","['charged', 'service', 'never', 'used', 'please', 'process', 'refund', 'account']","[('charged', 'VBN'), ('service', 'NN'), ('never', 'RB'), ('used', 'VBD'), ('please', 'NN'), ('process', 'NN'), ('refund', 'NN'), ('account', 'NN')]","[{'text': '15,000', 'label': 'MONEY'}]"
52,"I paid ₹5,000 via UPI but the payment failed and money was deducted from my bank account.",Billing,Negative,High,17,i paid via upi but the payment failed and money was deducted from my bank account,"['i', 'paid', 'via', 'upi', 'but', 'the', 'payment', 'failed', 'and', 'money', 'was', 'deducted', 'from', 'my', 'bank', 'account']","['paid', 'via', 'upi', 'payment', 'failed', 'money', 'deducted', 'bank', 'account']","['paid', 'via', 'upi', 'payment', 'failed', 'money', 'deducted', 'bank', 'account']","[('paid', 'VBN'), ('via', 'IN'), ('upi', 'JJ'), ('payment', 'NN'), ('failed', 'VBD'), ('money', 'NN'), ('deducted', 'VBN'), ('bank', 'NN'), ('account', 'NN')]","[{'text': '5,000', 'label': 'MONEY'}, {'text': 'UPI', 'label': 'ORG'}]"
53,I am very happy with the recent improvements to the mobile app. The new features are excellent.,Feedback,Positive,Medium,17,i am very happy with the recent improvements to the mobile app the new features are excellent,"['i', 'am', 'very', 'happy', 'with', 'the', 'recent', 'improvements', 'to', 'the', 'mobile', 'app', 'the', 'new', 'features', 'are', 'excellent']","['happy', 'recent', 'improvements', 'mobile', 'app', 'new', 'features', 'excellent']","['happy', 'recent', 'improvement', 'mobile', 'app', 'new', 'feature', 'excellent']","[('happy', 'JJ'), ('recent', 'JJ'), ('improvement', 'NN'), ('mobile', 'NN'), ('app', 'VBP'), ('new', 'JJ'), ('feature', 'NN'), ('excellent', 'NN')]",[]
54,"The payment gateway shows my transaction of ₹3,500 as pending for the last 14 days. Please resolve.",Billing,Neutral,High,17,the payment gateway shows my transaction of as pending for the last days please resolve,"['the', 'payment', 'gateway', 'shows', 'my', 'transaction', 'of', 'as', 'pending', 'for', 'the', 'last', 'days', 'please', 'resolve']","['payment', 'gateway', 'shows', 'transaction', 'pending', 'last', 'days', 'please', 'resolve']","['payment', 'gateway', 'show', 'transaction', 'pending', 'last', 'day', 'please', 'resolve']","[('payment', 'NN'), ('gateway', 'NN'), ('show', 'NN'), ('transaction', 'NN'), ('pending', 'VBG'), ('last', 'JJ'), ('day', 'NN'), ('please', 'VBD'), ('resolve', 'VB')]","[{'text': '3,500', 'label': 'MONEY'}, {'text': 'the last 14 days', 'label': 'DATE'}]"
55,I have been waiting for a resolution for 21 days and no one has bothered to follow up with me.,Complaint,Negative,High,20,i have been waiting for a resolution for days and no one has bothered to follow up with me,"['i', 'have', 'been', 'waiting', 'for', 'a', 'resolution', 'for', 'days', 'and', 'no', 'one', 'has', 'bothered', 'to', 'follow', 'up', 'with', 'me']","['waiting', 'resolution', 'days', 'one', 'bothered', 'follow']","['waiting', 'resolution', 'day', 'one', 'bothered', 'follow']","[('waiting', 'VBG'), ('resolution', 'NN'), ('day', 'NN'), ('one', 'CD'), ('bothered', 'VBN'), ('follow', 'NN')]","[{'text': '21 days', 'label': 'DATE'}]"
56,"I am getting error code ERR_AUTH_FAIL when trying to log in to the system. This has been happening since February 12, 2026.",Technical,Neutral,Critical,22,i am getting error code err auth fail when trying to log in to the system this has been happening since february,"['i', 'am', 'getting', 'error', 'code', 'err', 'auth', 'fail', 'when', 'trying', 'to', 'log', 'in', 'to', 'the', 'system', 'this', 'has', 'been', 'happening', 'since', 'february']","['getting', 'error', 'code', 'err', 'auth', 'fail', 'trying', 'log', 'system', 'happening', 'since', 'february']","['getting', 'error', 'code', 'err', 'auth', 'fail', 'trying', 'log', 'system', 'happening', 'since', 'february']","[('getting', 'VBG'), ('error', 'NN'), ('code', 'NN'), ('err', 'NN'), ('auth', 'NN'), ('fail', 'VBP'), ('trying', 'VBG'), ('log', 'NN'), ('system', 'NN'), ('happening', 'VBG'), ('since', 'IN'), ('february', 'NN')]","[{'text': 'February 12, 2026', 'label': 'DATE'}]"
57,I am unable to reset my password. The reset link sent to myemail@hotmail.com is not working.,Account,Negative,High,16,i am unable to reset my password the reset link sent to is not working,"['i', 'am', 'unable', 'to', 'reset', 'my', 'password', 'the', 'reset', 'link', 'sent', 'to', 'is', 'not', 'working']","['unable', 'reset', 'password', 'reset', 'link', 'sent', 'working']","['unable', 'reset', 'password', 'reset', 'link', 'sent', 'working']","[('unable', 'JJ'), ('reset', 'NN'), ('password', 'NN'), ('reset', 'NN'), ('link', 'VBP'), ('sent', 'VBN'), ('working', 'VBG')]",[]
58,What happens to my data if I decide to cancel my subscription? How long is data retained?,General Inquiry,Neutral,Low,17,what happens to my data if i decide to cancel my subscription how long is data retained,"['what', 'happens', 'to', 'my', 'data', 'if', 'i', 'decide', 'to', 'cancel', 'my', 'subscription', 'how', 'long', 'is', 'data', 'retained']","['happens', 'data', 'decide', 'cancel', 'subscription', 'long', 'data', 'retained']","['happens', 'data', 'decide', 'cancel', 'subscription', 'long', 'data', 'retained']","[('happens', 'NNS'), ('data', 'NNS'), ('decide', 'RB'), ('cancel', 'JJ'), ('subscription', 'NN'), ('long', 'RB'), ('data', 'NNS'), ('retained', 'VBD')]",[]
59,Is there a free trial available for your enterprise plan? How long is the trial period?,General Inquiry,Neutral,Medium,16,is there a free trial available for your enterprise plan how long is the trial period,"['is', 'there', 'a', 'free', 'trial', 'available', 'for', 'your', 'enterprise', 'plan', 'how', 'long', 'is', 'the', 'trial', 'period']","['free', 'trial', 'available', 'enterprise', 'plan', 'long', 'trial', 'period']","['free', 'trial', 'available', 'enterprise', 'plan', 'long', 'trial', 'period']","[('free', 'JJ'), ('trial', 'NN'), ('available', 'JJ'), ('enterprise', 'NN'), ('plan', 'NN'), ('long', 'JJ'), ('trial', 'NN'), ('period', 'NN')]",[]
60,Your chatbot is useless and keeps giving me irrelevant answers. I need to speak to a human agent.,Complaint,Negative,Critical,18,your chatbot is useless and keeps giving me irrelevant answers i need to speak to a human agent,"['your', 'chatbot', 'is', 'useless', 'and', 'keeps', 'giving', 'me', 'irrelevant', 'answers', 'i', 'need', 'to', 'speak', 'to', 'a', 'human', 'agent']","['chatbot', 'useless', 'keeps', 'giving', 'irrelevant', 'answers', 'need', 'speak', 'human', 'agent']","['chatbot', 'useless', 'keep', 'giving', 'irrelevant', 'answer', 'need', 'speak', 'human', 'agent']","[('chatbot', 'NN'), ('useless', 'JJ'), ('keep', 'VB'), ('giving', 'VBG'), ('irrelevant', 'JJ'), ('answer', 'NN'), ('need', 'NN'), ('speak', 'VBP'), ('human', 'JJ'), ('agent', 'NN')]",[]
61,"The product arrived damaged and I sent it back. My refund of ₹2,000 has not been initiated yet.",Refund,Negative,Medium,18,the product arrived damaged and i sent it back my refund of has not been initiated yet,"['the', 'product', 'arrived', 'damaged', 'and', 'i', 'sent', 'it', 'back', 'my', 'refund', 'of', 'has', 'not', 'been', 'initiated', 'yet']","['product', 'arrived', 'damaged', 'sent', 'back', 'refund', 'initiated', 'yet']","['product', 'arrived', 'damaged', 'sent', 'back', 'refund', 'initiated', 'yet']","[('product', 'NN'), ('arrived', 'VBD'), ('damaged', 'VBN'), ('sent', 'NN'), ('back', 'RB'), ('refund', 'NN'), ('initiated', 'VBD'), ('yet', 'RB')]","[{'text': '2,000', 'label': 'MONEY'}]"
62,The dashboard is not loading properly on Internet Explorer 11. Graphs are not displaying.,Technical,Negative,Critical,14,the dashboard is not loading properly on internet explorer graphs are not displaying,"['the', 'dashboard', 'is', 'not', 'loading', 'properly', 'on', 'internet', 'explorer', 'graphs', 'are', 'not', 'displaying']","['dashboard', 'loading', 'properly', 'internet', 'explorer', 'graphs', 'displaying']","['dashboard', 'loading', 'properly', 'internet', 'explorer', 'graph', 'displaying']","[('dashboard', 'RB'), ('loading', 'VBG'), ('properly', 'RB'), ('internet', 'JJ'), ('explorer', 'NN'), ('graph', 'NN'), ('displaying', 'VBG')]",[]
