id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens
63,The two-factor authentication code is not being delivered to my phone number +91-7654321098.,Technical,Negative,Critical,13,the two factor authentication code is not being delivered to my phone number,"['the', 'two', 'factor', 'authentication', 'code', 'is', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'number']","['two', 'factor', 'authentication', 'code', 'delivered', 'phone', 'number']","['two', 'factor', 'authentication', 'code', 'delivered', 'phone', 'number']"
64,The onboarding process is too complicated for new users. A guided tutorial would be very helpful.,Feedback,Negative,Low,16,the onboarding process is too complicated for new users a guided tutorial would be very helpful,"['the', 'onboarding', 'process', 'is', 'too', 'complicated', 'for', 'new', 'users', 'a', 'guided', 'tutorial', 'would', 'be', 'very', 'helpful']","['onboarding', 'process', 'complicated', 'new', 'users', 'guided', 'tutorial', 'would', 'helpful']","['onboarding', 'process', 'complicated', 'new', 'user', 'guided', 'tutorial', 'would', 'helpful']"
65,"The installation technician who visited my home on November 20, 2025 was unprofessional and left a mess.",Complaint,Negative,High,17,the installation technician who visited my home on november was unprofessional and left a mess,"['the', 'installation', 'technician', 'who', 'visited', 'my', 'home', 'on', 'november', 'was', 'unprofessional', 'and', 'left', 'a', 'mess']","['installation', 'technician', 'visited', 'home', 'november', 'unprofessional', 'left', 'mess']","['installation', 'technician', 'visited', 'home', 'november', 'unprofessional', 'left', 'mess']"
66,I forgot the answer to my security question and cannot recover my account through the normal process.,Account,Neutral,Critical,17,i forgot the answer to my security question and cannot recover my account through the normal process,"['i', 'forgot', 'the', 'answer', 'to', 'my', 'security', 'question', 'and', 'can', 'not', 'recover', 'my', 'account', 'through', 'the', 'normal', 'process']","['forgot', 'answer', 'security', 'question', 'recover', 'account', 'normal', 'process']","['forgot', 'answer', 'security', 'question', 'recover', 'account', 'normal', 'process']"
67,I would love to have a bulk action feature that allows me to update multiple records at once.,Feedback,Negative,Medium,18,i would love to have a bulk action feature that allows me to update multiple records at once,"['i', 'would', 'love', 'to', 'have', 'a', 'bulk', 'action', 'feature', 'that', 'allows', 'me', 'to', 'update', 'multiple', 'records', 'at', 'once']","['would', 'love', 'bulk', 'action', 'feature', 'allows', 'update', 'multiple', 'records']","['would', 'love', 'bulk', 'action', 'feature', 'allows', 'update', 'multiple', 'record']"
68,Do you offer any discounts for educational institutions or non-profit organizations?,General Inquiry,Positive,Medium,11,do you offer any discounts for educational institutions or non profit organizations,"['do', 'you', 'offer', 'any', 'discounts', 'for', 'educational', 'institutions', 'or', 'non', 'profit', 'organizations']","['offer', 'discounts', 'educational', 'institutions', 'non', 'profit', 'organizations']","['offer', 'discount', 'educational', 'institution', 'non', 'profit', 'organization']"
69,The event was cancelled without any notice and I need a full refund for my ticket worth ₹999.,Refund,Neutral,High,18,the event was cancelled without any notice and i need a full refund for my ticket worth,"['the', 'event', 'was', 'cancelled', 'without', 'any', 'notice', 'and', 'i', 'need', 'a', 'full', 'refund', 'for', 'my', 'ticket', 'worth']","['event', 'cancelled', 'without', 'notice', 'need', 'full', 'refund', 'ticket', 'worth']","['event', 'cancelled', 'without', 'notice', 'need', 'full', 'refund', 'ticket', 'worth']"
70,The notification emails are going to spam even after whitelisting your domain. Please help.,Technical,Neutral,High,14,the notification emails are going to spam even after whitelisting your domain please help,"['the', 'notification', 'emails', 'are', 'going', 'to', 'spam', 'even', 'after', 'whitelisting', 'your', 'domain', 'please', 'help']","['notification', 'emails', 'going', 'spam', 'even', 'whitelisting', 'domain', 'please', 'help']","['notification', 'email', 'going', 'spam', 'even', 'whitelisting', 'domain', 'please', 'help']"
71,"I paid ₹15,000 via UPI but the payment failed and money was deducted from my bank account.",Billing,Neutral,Medium,17,i paid via upi but the payment failed and money was deducted from my bank account,"['i', 'paid', 'via', 'upi', 'but', 'the', 'payment', 'failed', 'and', 'money', 'was', 'deducted', 'from', 'my', 'bank', 'account']","['paid', 'via', 'upi', 'payment', 'failed', 'money', 'deducted', 'bank', 'account']","['paid', 'via', 'upi', 'payment', 'failed', 'money', 'deducted', 'bank', 'account']"
72,I am filing a formal complaint about the misleading information provided on your website regarding pricing.,Complaint,Neutral,High,16,i am filing a formal complaint about the misleading information provided on your website regarding pricing,"['i', 'am', 'filing', 'a', 'formal', 'complaint', 'about', 'the', 'misleading', 'information', 'provided', 'on', 'your', 'website', 'regarding', 'pricing']","['filing', 'formal', 'complaint', 'misleading', 'information', 'provided', 'website', 'regarding', 'pricing']","['filing', 'formal', 'complaint', 'misleading', 'information', 'provided', 'website', 'regarding', 'pricing']"
73,What is the process for requesting a custom feature or reporting a product bug to your team?,General Inquiry,Neutral,Low,17,what is the process for requesting a custom feature or reporting a product bug to your team,"['what', 'is', 'the', 'process', 'for', 'requesting', 'a', 'custom', 'feature', 'or', 'reporting', 'a', 'product', 'bug', 'to', 'your', 'team']","['process', 'requesting', 'custom', 'feature', 'reporting', 'product', 'bug', 'team']","['process', 'requesting', 'custom', 'feature', 'reporting', 'product', 'bug', 'team']"
74,The new report generation feature is fantastic but it would be better if we could schedule automated reports.,Feedback,Positive,Medium,18,the new report generation feature is fantastic but it would be better if we could schedule automated reports,"['the', 'new', 'report', 'generation', 'feature', 'is', 'fantastic', 'but', 'it', 'would', 'be', 'better', 'if', 'we', 'could', 'schedule', 'automated', 'reports']","['new', 'report', 'generation', 'feature', 'fantastic', 'would', 'better', 'could', 'schedule', 'automated', 'reports']","['new', 'report', 'generation', 'feature', 'fantastic', 'would', 'better', 'could', 'schedule', 'automated', 'report']"
75,Please add multi-language support to your platform. Many of my team members prefer their native language.,Feedback,Positive,Medium,16,please add multi language support to your platform many of my team members prefer their native language,"['please', 'add', 'multi', 'language', 'support', 'to', 'your', 'platform', 'many', 'of', 'my', 'team', 'members', 'prefer', 'their', 'native', 'language']","['please', 'add', 'multi', 'language', 'support', 'platform', 'many', 'team', 'members', 'prefer', 'native', 'language']","['please', 'add', 'multi', 'language', 'support', 'platform', 'many', 'team', 'member', 'prefer', 'native', 'language']"
76,I cannot access my account after I changed my phone number. The OTP is going to the old number.,Account,Neutral,High,19,i cannot access my account after i changed my phone number the otp is going to the old number,"['i', 'can', 'not', 'access', 'my', 'account', 'after', 'i', 'changed', 'my', 'phone', 'number', 'the', 'otp', 'is', 'going', 'to', 'the', 'old', 'number']","['access', 'account', 'changed', 'phone', 'number', 'otp', 'going', 'old', 'number']","['access', 'account', 'changed', 'phone', 'number', 'otp', 'going', 'old', 'number']"
77,I am unable to change my username. The option is greyed out in account settings.,Account,Negative,Critical,15,i am unable to change my username the option is greyed out in account settings,"['i', 'am', 'unable', 'to', 'change', 'my', 'username', 'the', 'option', 'is', 'greyed', 'out', 'in', 'account', 'settings']","['unable', 'change', 'username', 'option', 'greyed', 'account', 'settings']","['unable', 'change', 'username', 'option', 'greyed', 'account', 'setting']"
78,The delivery was 5 days late and the package arrived in a completely damaged condition.,Complaint,Negative,Critical,15,the delivery was days late and the package arrived in a completely damaged condition,"['the', 'delivery', 'was', 'days', 'late', 'and', 'the', 'package', 'arrived', 'in', 'a', 'completely', 'damaged', 'condition']","['delivery', 'days', 'late', 'package', 'arrived', 'completely', 'damaged', 'condition']","['delivery', 'day', 'late', 'package', 'arrived', 'completely', 'damaged', 'condition']"
79,I want to enable two-factor authentication on my account but the option is not available.,Account,Neutral,Critical,15,i want to enable two factor authentication on my account but the option is not available,"['i', 'want', 'to', 'enable', 'two', 'factor', 'authentication', 'on', 'my', 'account', 'but', 'the', 'option', 'is', 'not', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']"
80,What is the process for requesting a custom feature or reporting a product bug to your team?,General Inquiry,Neutral,Low,17,what is the process for requesting a custom feature or reporting a product bug to your team,"['what', 'is', 'the', 'process', 'for', 'requesting', 'a', 'custom', 'feature', 'or', 'reporting', 'a', 'product', 'bug', 'to', 'your', 'team']","['process', 'requesting', 'custom', 'feature', 'reporting', 'product', 'bug', 'team']","['process', 'requesting', 'custom', 'feature', 'reporting', 'product', 'bug', 'team']"
81,The mobile app is extremely slow and takes more than 20 seconds to load on my Samsung Galaxy S22.,Technical,Negative,High,19,the mobile app is extremely slow and takes more than seconds to load on my samsung galaxy s,"['the', 'mobile', 'app', 'is', 'extremely', 'slow', 'and', 'takes', 'more', 'than', 'seconds', 'to', 'load', 'on', 'my', 'samsung', 'galaxy', 's']","['mobile', 'app', 'extremely', 'slow', 'takes', 'seconds', 'load', 'samsung', 'galaxy']","['mobile', 'app', 'extremely', 'slow', 'take', 'second', 'load', 'samsung', 'galaxy']"
82,I want to enable two-factor authentication on my account but the option is not available.,Account,Neutral,High,15,i want to enable two factor authentication on my account but the option is not available,"['i', 'want', 'to', 'enable', 'two', 'factor', 'authentication', 'on', 'my', 'account', 'but', 'the', 'option', 'is', 'not', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']"
83,"The billing amount of ₹1,499 does not match the quoted price of $39.99. Please clarify the difference.",Billing,Negative,Medium,17,the billing amount of does not match the quoted price of please clarify the difference,"['the', 'billing', 'amount', 'of', 'does', 'not', 'match', 'the', 'quoted', 'price', 'of', 'please', 'clarify', 'the', 'difference']","['billing', 'amount', 'match', 'quoted', 'price', 'please', 'clarify', 'difference']","['billing', 'amount', 'match', 'quoted', 'price', 'please', 'clarify', 'difference']"
84,I have raised this issue 3 times through different channels and still have not received a solution.,Complaint,Negative,High,17,i have raised this issue times through different channels and still have not received a solution,"['i', 'have', 'raised', 'this', 'issue', 'times', 'through', 'different', 'channels', 'and', 'still', 'have', 'not', 'received', 'a', 'solution']","['raised', 'issue', 'times', 'different', 'channels', 'still', 'received', 'solution']","['raised', 'issue', 'time', 'different', 'channel', 'still', 'received', 'solution']"
