id,email_text,category,sentiment,priority,email_length,clean_text,tokens
99,"I am extremely disappointed with the quality of service I received from your support team on December 15, 2025.",Complaint,Neutral,Critical,19,i am extremely disappointed with the quality of service i received from your support team on december,"['i', 'am', 'extremely', 'disappointed', 'with', 'the', 'quality', 'of', 'service', 'i', 'received', 'from', 'your', 'support', 'team', 'on', 'december']"
100,The integration with third-party tools like HubSpot would make your product much more useful for teams.,Feedback,Negative,Low,16,the integration with third party tools like hubspot would make your product much more useful for teams,"['the', 'integration', 'with', 'third', 'party', 'tools', 'like', 'hubspot', 'would', 'make', 'your', 'product', 'much', 'more', 'useful', 'for', 'teams']"
101,I am unable to download my invoice for the month of March. The download button is not working.,Billing,Negative,Medium,18,i am unable to download my invoice for the month of march the download button is not working,"['i', 'am', 'unable', 'to', 'download', 'my', 'invoice', 'for', 'the', 'month', 'of', 'march', 'the', 'download', 'button', 'is', 'not', 'working']"
102,The new user interface update is confusing and not user-friendly. Please consider reverting to the old design.,Feedback,Positive,Low,17,the new user interface update is confusing and not user friendly please consider reverting to the old design,"['the', 'new', 'user', 'interface', 'update', 'is', 'confusing', 'and', 'not', 'user', 'friendly', 'please', 'consider', 'reverting', 'to', 'the', 'old', 'design']"
103,The product I received was completely different from what was described on your website. I need a refund.,Refund,Neutral,Medium,18,the product i received was completely different from what was described on your website i need a refund,"['the', 'product', 'i', 'received', 'was', 'completely', 'different', 'from', 'what', 'was', 'described', 'on', 'your', 'website', 'i', 'need', 'a', 'refund']"
104,The dashboard is not loading properly on Internet Explorer 11. Graphs are not displaying.,Technical,Negative,Critical,14,the dashboard is not loading properly on internet explorer graphs are not displaying,"['the', 'dashboard', 'is', 'not', 'loading', 'properly', 'on', 'internet', 'explorer', 'graphs', 'are', 'not', 'displaying']"
105,I have raised this issue 4 times through different channels and still have not received a solution.,Complaint,Neutral,Critical,17,i have raised this issue times through different channels and still have not received a solution,"['i', 'have', 'raised', 'this', 'issue', 'times', 'through', 'different', 'channels', 'and', 'still', 'have', 'not', 'received', 'a', 'solution']"
106,The mobile app is draining my battery too fast. It consumes 40% battery in just 48 hours.,Technical,Neutral,High,17,the mobile app is draining my battery too fast it consumes battery in just hours,"['the', 'mobile', 'app', 'is', 'draining', 'my', 'battery', 'too', 'fast', 'it', 'consumes', 'battery', 'in', 'just', 'hours']"
107,"I did not authorize the charge of ₹2,000 on my account. Please investigate this transaction.",Billing,Neutral,High,15,i did not authorize the charge of on my account please investigate this transaction,"['i', 'did', 'not', 'authorize', 'the', 'charge', 'of', 'on', 'my', 'account', 'please', 'investigate', 'this', 'transaction']"
108,"I did not authorize the charge of ₹15,000 on my account. Please investigate this transaction.",Billing,Neutral,High,15,i did not authorize the charge of on my account please investigate this transaction,"['i', 'did', 'not', 'authorize', 'the', 'charge', 'of', 'on', 'my', 'account', 'please', 'investigate', 'this', 'transaction']"
109,"The search functionality is broken. When I search for invoice, no results are displayed.",Technical,Negative,High,14,the search functionality is broken when i search for invoice no results are displayed,"['the', 'search', 'functionality', 'is', 'broken', 'when', 'i', 'search', 'for', 'invoice', 'no', 'results', 'are', 'displayed']"
110,"The customer support representative was very rude and unhelpful during my call on February 12, 2026. I need this escalated.",Complaint,Negative,High,20,the customer support representative was very rude and unhelpful during my call on february i need this escalated,"['the', 'customer', 'support', 'representative', 'was', 'very', 'rude', 'and', 'unhelpful', 'during', 'my', 'call', 'on', 'february', 'i', 'need', 'this', 'escalated']"
111,The calendar sync with Google Calendar is not reflecting the correct time zone.,Technical,Negative,Critical,13,the calendar sync with google calendar is not reflecting the correct time zone,"['the', 'calendar', 'sync', 'with', 'google', 'calendar', 'is', 'not', 'reflecting', 'the', 'correct', 'time', 'zone']"
112,I want to enable two-factor authentication on my account but the option is not available.,Account,Negative,High,15,i want to enable two factor authentication on my account but the option is not available,"['i', 'want', 'to', 'enable', 'two', 'factor', 'authentication', 'on', 'my', 'account', 'but', 'the', 'option', 'is', 'not', 'available']"
113,"I paid ₹7,200 via UPI but the payment failed and money was deducted from my bank account.",Billing,Neutral,Medium,17,i paid via upi but the payment failed and money was deducted from my bank account,"['i', 'paid', 'via', 'upi', 'but', 'the', 'payment', 'failed', 'and', 'money', 'was', 'deducted', 'from', 'my', 'bank', 'account']"
114,I was charged a late fee of ₹999 even though my payment was submitted on time. Please waive this fee.,Billing,Neutral,High,20,i was charged a late fee of even though my payment was submitted on time please waive this fee,"['i', 'was', 'charged', 'a', 'late', 'fee', 'of', 'even', 'though', 'my', 'payment', 'was', 'submitted', 'on', 'time', 'please', 'waive', 'this', 'fee']"
115,Push notifications stopped working on my iPhone after updating to iOS 17.,Technical,Negative,Critical,12,push notifications stopped working on my iphone after updating to ios,"['push', 'notifications', 'stopped', 'working', 'on', 'my', 'iphone', 'after', 'updating', 'to', 'ios']"
116,What is the process for requesting a custom feature or reporting a product bug to your team?,General Inquiry,Neutral,Medium,17,what is the process for requesting a custom feature or reporting a product bug to your team,"['what', 'is', 'the', 'process', 'for', 'requesting', 'a', 'custom', 'feature', 'or', 'reporting', 'a', 'product', 'bug', 'to', 'your', 'team']"
117,The product arrived damaged and I sent it back. My refund of $499 has not been initiated yet.,Refund,Negative,High,18,the product arrived damaged and i sent it back my refund of has not been initiated yet,"['the', 'product', 'arrived', 'damaged', 'and', 'i', 'sent', 'it', 'back', 'my', 'refund', 'of', 'has', 'not', 'been', 'initiated', 'yet']"
118,The response time from your support team is completely unacceptable. I waited 6 hours for a simple reply.,Complaint,Negative,High,18,the response time from your support team is completely unacceptable i waited hours for a simple reply,"['the', 'response', 'time', 'from', 'your', 'support', 'team', 'is', 'completely', 'unacceptable', 'i', 'waited', 'hours', 'for', 'a', 'simple', 'reply']"
119,Your chatbot is useless and keeps giving me irrelevant answers. I need to speak to a human agent.,Complaint,Neutral,High,18,your chatbot is useless and keeps giving me irrelevant answers i need to speak to a human agent,"['your', 'chatbot', 'is', 'useless', 'and', 'keeps', 'giving', 'me', 'irrelevant', 'answers', 'i', 'need', 'to', 'speak', 'to', 'a', 'human', 'agent']"
120,Your product quality has severely degraded. What I received was nothing like what was advertised.,Complaint,Negative,High,15,your product quality has severely degraded what i received was nothing like what was advertised,"['your', 'product', 'quality', 'has', 'severely', 'degraded', 'what', 'i', 'received', 'was', 'nothing', 'like', 'what', 'was', 'advertised']"
121,Can I add additional users to my account? What are the costs per additional user seat?,General Inquiry,Neutral,Low,16,can i add additional users to my account what are the costs per additional user seat,"['can', 'i', 'add', 'additional', 'users', 'to', 'my', 'account', 'what', 'are', 'the', 'costs', 'per', 'additional', 'user', 'seat']"
122,What are your support hours and what is the average response time for technical issues?,General Inquiry,Neutral,Medium,15,what are your support hours and what is the average response time for technical issues,"['what', 'are', 'your', 'support', 'hours', 'and', 'what', 'is', 'the', 'average', 'response', 'time', 'for', 'technical', 'issues']"
123,I feel cheated by your company. The subscription auto-renewed without my consent or any prior notification.,Complaint,Negative,High,16,i feel cheated by your company the subscription auto renewed without my consent or any prior notification,"['i', 'feel', 'cheated', 'by', 'your', 'company', 'the', 'subscription', 'auto', 'renewed', 'without', 'my', 'consent', 'or', 'any', 'prior', 'notification']"
124,I appreciate the quick response from your team but the solution provided did not fully address my issue.,Feedback,Positive,Low,18,i appreciate the quick response from your team but the solution provided did not fully address my issue,"['i', 'appreciate', 'the', 'quick', 'response', 'from', 'your', 'team', 'but', 'the', 'solution', 'provided', 'did', 'not', 'fully', 'address', 'my', 'issue']"
125,I need to cancel my annual subscription and get a pro-rata refund for the remaining 8 months.,Refund,Neutral,Medium,17,i need to cancel my annual subscription and get a pro rata refund for the remaining months,"['i', 'need', 'to', 'cancel', 'my', 'annual', 'subscription', 'and', 'get', 'a', 'pro', 'rata', 'refund', 'for', 'the', 'remaining', 'months']"
126,The new report generation feature is fantastic but it would be better if we could schedule automated reports.,Feedback,Neutral,Low,18,the new report generation feature is fantastic but it would be better if we could schedule automated reports,"['the', 'new', 'report', 'generation', 'feature', 'is', 'fantastic', 'but', 'it', 'would', 'be', 'better', 'if', 'we', 'could', 'schedule', 'automated', 'reports']"
