contract_text,supplier,product,quantity,price,delivery_date,payment_terms
"
    Supplier: Global Minerals

    Product: Fertilizer

    Quantity: 3664 Tons

    Price: ₹44411/Ton

    Delivery Date: 25 December 2026

    Payment Terms: 50% Advance

    Global Minerals agrees to supply 3664 Tons of Fertilizer
    at ₹44411 per Ton.

    Delivery shall be completed by 25 December 2026.

    Payment Terms: 50% Advance.
    ",Global Minerals,Fertilizer,3664 Tons,44411,25 December 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 4699 Tons

    Price: ₹3302/Ton

    Delivery Date: 10 May 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 4699 Tons of Iron Rods
    at ₹3302 per Ton.

    Delivery shall be completed by 10 May 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Iron Rods,4699 Tons,3302,10 May 2026,Payment After Delivery
"
    Supplier: Green Agro Pvt Ltd

    Product: Industrial Solvent

    Quantity: 142 Tons

    Price: ₹35634/Ton

    Delivery Date: 27 March 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 142 Tons of Industrial Solvent
    at ₹35634 per Ton.

    Delivery shall be completed by 27 March 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Industrial Solvent,142 Tons,35634,27 March 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Iron Rods

    Quantity: 4293 Tons

    Price: ₹4643/Ton

    Delivery Date: 11 April 2026

    Payment Terms: 50% Advance

    National Plastics agrees to supply 4293 Tons of Iron Rods
    at ₹4643 per Ton.

    Delivery shall be completed by 11 April 2026.

    Payment Terms: 50% Advance.
    ",National Plastics,Iron Rods,4293 Tons,4643,11 April 2026,50% Advance
"
    Supplier: Green Agro Pvt Ltd

    Product: Fertilizer

    Quantity: 8437 Tons

    Price: ₹16535/Ton

    Delivery Date: 23 July 2026

    Payment Terms: Payment After Delivery

    Green Agro Pvt Ltd agrees to supply 8437 Tons of Fertilizer
    at ₹16535 per Ton.

    Delivery shall be completed by 23 July 2026.

    Payment Terms: Payment After Delivery.
    ",Green Agro Pvt Ltd,Fertilizer,8437 Tons,16535,23 July 2026,Payment After Delivery
"
    Supplier: National Plastics

    Product: Iron Rods

    Quantity: 6058 Tons

    Price: ₹46791/Ton

    Delivery Date: 6 February 2026

    Payment Terms: Advance Payment

    National Plastics agrees to supply 6058 Tons of Iron Rods
    at ₹46791 per Ton.

    Delivery shall be completed by 6 February 2026.

    Payment Terms: Advance Payment.
    ",National Plastics,Iron Rods,6058 Tons,46791,6 February 2026,Advance Payment
"
    Supplier: National Plastics

    Product: Fertilizer

    Quantity: 2729 Tons

    Price: ₹30055/Ton

    Delivery Date: 13 December 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 2729 Tons of Fertilizer
    at ₹30055 per Ton.

    Delivery shall be completed by 13 December 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Fertilizer,2729 Tons,30055,13 December 2026,Net 30 Days
"
    Supplier: ABC Chemicals

    Product: Fertilizer

    Quantity: 6774 Tons

    Price: ₹9842/Ton

    Delivery Date: 19 October 2026

    Payment Terms: 50% Advance

    ABC Chemicals agrees to supply 6774 Tons of Fertilizer
    at ₹9842 per Ton.

    Delivery shall be completed by 19 October 2026.

    Payment Terms: 50% Advance.
    ",ABC Chemicals,Fertilizer,6774 Tons,9842,19 October 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 4720 Tons

    Price: ₹35058/Ton

    Delivery Date: 16 April 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 4720 Tons of Iron Rods
    at ₹35058 per Ton.

    Delivery shall be completed by 16 April 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Iron Rods,4720 Tons,35058,16 April 2026,Net 30 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 1034 Tons

    Price: ₹37534/Ton

    Delivery Date: 23 August 2026

    Payment Terms: 50% Advance

    Green Agro Pvt Ltd agrees to supply 1034 Tons of Plastic Granules
    at ₹37534 per Ton.

    Delivery shall be completed by 23 August 2026.

    Payment Terms: 50% Advance.
    ",Green Agro Pvt Ltd,Plastic Granules,1034 Tons,37534,23 August 2026,50% Advance
"
    Supplier: National Plastics

    Product: Fertilizer

    Quantity: 7554 Tons

    Price: ₹1390/Ton

    Delivery Date: 27 October 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 7554 Tons of Fertilizer
    at ₹1390 per Ton.

    Delivery shall be completed by 27 October 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Fertilizer,7554 Tons,1390,27 October 2026,Net 30 Days
"
    Supplier: Bharat Steel Ltd

    Product: Fertilizer

    Quantity: 9471 Tons

    Price: ₹14922/Ton

    Delivery Date: 11 September 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 9471 Tons of Fertilizer
    at ₹14922 per Ton.

    Delivery shall be completed by 11 September 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Fertilizer,9471 Tons,14922,11 September 2026,Net 45 Days
"
    Supplier: Global Minerals

    Product: Copper Wire

    Quantity: 4797 Tons

    Price: ₹48478/Ton

    Delivery Date: 15 May 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 4797 Tons of Copper Wire
    at ₹48478 per Ton.

    Delivery shall be completed by 15 May 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Copper Wire,4797 Tons,48478,15 May 2026,Net 30 Days
"
    Supplier: Global Minerals

    Product: Fertilizer

    Quantity: 9585 Tons

    Price: ₹5997/Ton

    Delivery Date: 9 February 2026

    Payment Terms: 50% Advance

    Global Minerals agrees to supply 9585 Tons of Fertilizer
    at ₹5997 per Ton.

    Delivery shall be completed by 9 February 2026.

    Payment Terms: 50% Advance.
    ",Global Minerals,Fertilizer,9585 Tons,5997,9 February 2026,50% Advance
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 2298 Tons

    Price: ₹26570/Ton

    Delivery Date: 21 November 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 2298 Tons of Plastic Granules
    at ₹26570 per Ton.

    Delivery shall be completed by 21 November 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Plastic Granules,2298 Tons,26570,21 November 2026,Net 45 Days
"
    Supplier: Global Minerals

    Product: Copper Wire

    Quantity: 4126 Tons

    Price: ₹10731/Ton

    Delivery Date: 7 May 2026

    Payment Terms: Net 45 Days

    Global Minerals agrees to supply 4126 Tons of Copper Wire
    at ₹10731 per Ton.

    Delivery shall be completed by 7 May 2026.

    Payment Terms: Net 45 Days.
    ",Global Minerals,Copper Wire,4126 Tons,10731,7 May 2026,Net 45 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 4842 Tons

    Price: ₹17209/Ton

    Delivery Date: 4 July 2026

    Payment Terms: 50% Advance

    Green Agro Pvt Ltd agrees to supply 4842 Tons of Plastic Granules
    at ₹17209 per Ton.

    Delivery shall be completed by 4 July 2026.

    Payment Terms: 50% Advance.
    ",Green Agro Pvt Ltd,Plastic Granules,4842 Tons,17209,4 July 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Industrial Solvent

    Quantity: 9530 Tons

    Price: ₹8676/Ton

    Delivery Date: 9 June 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 9530 Tons of Industrial Solvent
    at ₹8676 per Ton.

    Delivery shall be completed by 9 June 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Industrial Solvent,9530 Tons,8676,9 June 2026,Payment After Delivery
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 3359 Tons

    Price: ₹12369/Ton

    Delivery Date: 14 October 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 3359 Tons of Iron Rods
    at ₹12369 per Ton.

    Delivery shall be completed by 14 October 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Iron Rods,3359 Tons,12369,14 October 2026,Net 30 Days
"
    Supplier: Global Minerals

    Product: Industrial Solvent

    Quantity: 344 Tons

    Price: ₹37886/Ton

    Delivery Date: 19 August 2026

    Payment Terms: Net 45 Days

    Global Minerals agrees to supply 344 Tons of Industrial Solvent
    at ₹37886 per Ton.

    Delivery shall be completed by 19 August 2026.

    Payment Terms: Net 45 Days.
    ",Global Minerals,Industrial Solvent,344 Tons,37886,19 August 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 5192 Tons

    Price: ₹21886/Ton

    Delivery Date: 8 January 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 5192 Tons of Plastic Granules
    at ₹21886 per Ton.

    Delivery shall be completed by 8 January 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Plastic Granules,5192 Tons,21886,8 January 2026,Net 45 Days
"
    Supplier: Global Minerals

    Product: Plastic Granules

    Quantity: 6428 Tons

    Price: ₹37224/Ton

    Delivery Date: 17 August 2026

    Payment Terms: Advance Payment

    Global Minerals agrees to supply 6428 Tons of Plastic Granules
    at ₹37224 per Ton.

    Delivery shall be completed by 17 August 2026.

    Payment Terms: Advance Payment.
    ",Global Minerals,Plastic Granules,6428 Tons,37224,17 August 2026,Advance Payment
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 8218 Tons

    Price: ₹45017/Ton

    Delivery Date: 20 February 2026

    Payment Terms: Net 30 Days

    Green Agro Pvt Ltd agrees to supply 8218 Tons of Plastic Granules
    at ₹45017 per Ton.

    Delivery shall be completed by 20 February 2026.

    Payment Terms: Net 30 Days.
    ",Green Agro Pvt Ltd,Plastic Granules,8218 Tons,45017,20 February 2026,Net 30 Days
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 2683 Tons

    Price: ₹2847/Ton

    Delivery Date: 5 August 2026

    Payment Terms: Advance Payment

    Bharat Steel Ltd agrees to supply 2683 Tons of Plastic Granules
    at ₹2847 per Ton.

    Delivery shall be completed by 5 August 2026.

    Payment Terms: Advance Payment.
    ",Bharat Steel Ltd,Plastic Granules,2683 Tons,2847,5 August 2026,Advance Payment
"
    Supplier: Green Agro Pvt Ltd

    Product: Fertilizer

    Quantity: 7688 Tons

    Price: ₹17469/Ton

    Delivery Date: 27 September 2026

    Payment Terms: Payment After Delivery

    Green Agro Pvt Ltd agrees to supply 7688 Tons of Fertilizer
    at ₹17469 per Ton.

    Delivery shall be completed by 27 September 2026.

    Payment Terms: Payment After Delivery.
    ",Green Agro Pvt Ltd,Fertilizer,7688 Tons,17469,27 September 2026,Payment After Delivery
"
    Supplier: Bharat Steel Ltd

    Product: Fertilizer

    Quantity: 4855 Tons

    Price: ₹46754/Ton

    Delivery Date: 16 March 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 4855 Tons of Fertilizer
    at ₹46754 per Ton.

    Delivery shall be completed by 16 March 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Fertilizer,4855 Tons,46754,16 March 2026,Net 45 Days
"
    Supplier: ABC Chemicals

    Product: Plastic Granules

    Quantity: 9120 Tons

    Price: ₹31621/Ton

    Delivery Date: 10 August 2026

    Payment Terms: Net 30 Days

    ABC Chemicals agrees to supply 9120 Tons of Plastic Granules
    at ₹31621 per Ton.

    Delivery shall be completed by 10 August 2026.

    Payment Terms: Net 30 Days.
    ",ABC Chemicals,Plastic Granules,9120 Tons,31621,10 August 2026,Net 30 Days
"
    Supplier: ABC Chemicals

    Product: Industrial Solvent

    Quantity: 777 Tons

    Price: ₹12583/Ton

    Delivery Date: 11 November 2026

    Payment Terms: Payment After Delivery

    ABC Chemicals agrees to supply 777 Tons of Industrial Solvent
    at ₹12583 per Ton.

    Delivery shall be completed by 11 November 2026.

    Payment Terms: Payment After Delivery.
    ",ABC Chemicals,Industrial Solvent,777 Tons,12583,11 November 2026,Payment After Delivery
"
    Supplier: Green Agro Pvt Ltd

    Product: Industrial Solvent

    Quantity: 4335 Tons

    Price: ₹48008/Ton

    Delivery Date: 4 April 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 4335 Tons of Industrial Solvent
    at ₹48008 per Ton.

    Delivery shall be completed by 4 April 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Industrial Solvent,4335 Tons,48008,4 April 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 7488 Tons

    Price: ₹47590/Ton

    Delivery Date: 11 September 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 7488 Tons of Copper Wire
    at ₹47590 per Ton.

    Delivery shall be completed by 11 September 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Copper Wire,7488 Tons,47590,11 September 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Iron Rods

    Quantity: 1022 Tons

    Price: ₹41406/Ton

    Delivery Date: 27 September 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 1022 Tons of Iron Rods
    at ₹41406 per Ton.

    Delivery shall be completed by 27 September 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Iron Rods,1022 Tons,41406,27 September 2026,Net 45 Days
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 7041 Tons

    Price: ₹26756/Ton

    Delivery Date: 7 August 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 7041 Tons of Iron Rods
    at ₹26756 per Ton.

    Delivery shall be completed by 7 August 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Iron Rods,7041 Tons,26756,7 August 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Copper Wire

    Quantity: 964 Tons

    Price: ₹46710/Ton

    Delivery Date: 28 May 2026

    Payment Terms: 50% Advance

    National Plastics agrees to supply 964 Tons of Copper Wire
    at ₹46710 per Ton.

    Delivery shall be completed by 28 May 2026.

    Payment Terms: 50% Advance.
    ",National Plastics,Copper Wire,964 Tons,46710,28 May 2026,50% Advance
"
    Supplier: ABC Chemicals

    Product: Copper Wire

    Quantity: 8703 Tons

    Price: ₹9184/Ton

    Delivery Date: 21 November 2026

    Payment Terms: Net 30 Days

    ABC Chemicals agrees to supply 8703 Tons of Copper Wire
    at ₹9184 per Ton.

    Delivery shall be completed by 21 November 2026.

    Payment Terms: Net 30 Days.
    ",ABC Chemicals,Copper Wire,8703 Tons,9184,21 November 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 6101 Tons

    Price: ₹31569/Ton

    Delivery Date: 5 August 2026

    Payment Terms: Payment After Delivery

    National Plastics agrees to supply 6101 Tons of Plastic Granules
    at ₹31569 per Ton.

    Delivery shall be completed by 5 August 2026.

    Payment Terms: Payment After Delivery.
    ",National Plastics,Plastic Granules,6101 Tons,31569,5 August 2026,Payment After Delivery
"
    Supplier: ABC Chemicals

    Product: Copper Wire

    Quantity: 256 Tons

    Price: ₹17957/Ton

    Delivery Date: 26 April 2026

    Payment Terms: Net 45 Days

    ABC Chemicals agrees to supply 256 Tons of Copper Wire
    at ₹17957 per Ton.

    Delivery shall be completed by 26 April 2026.

    Payment Terms: Net 45 Days.
    ",ABC Chemicals,Copper Wire,256 Tons,17957,26 April 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 9808 Tons

    Price: ₹5846/Ton

    Delivery Date: 9 February 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 9808 Tons of Copper Wire
    at ₹5846 per Ton.

    Delivery shall be completed by 9 February 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Copper Wire,9808 Tons,5846,9 February 2026,Payment After Delivery
